"","name","class","mass","fall_found","year","lat","long","continent","country","iso3","masscategory"
"573","dhofar","l",1218,"Found",2011,18.39778,54.49128,"Asia","Oman","OMN","greater than 100g"
"574","dhofar","l",420,"Found",2011,18.3347,54.4026,"Asia","Oman","OMN","greater than 100g"
"575","dhofar","h",883,"Found",2011,18.36015,54.39437,"Asia","Oman","OMN","greater than 100g"
"576","dhofar","ll",3150,"Found",2011,18.35967,54.40705,"Asia","Oman","OMN","greater than 100g"
"577","dhofar","l",3695,"Found",2011,18.36002,54.40972,"Asia","Oman","OMN","greater than 100g"
"578","dhofar","l",256,"Found",2011,18.88617,54.46905,"Asia","Oman","OMN","greater than 100g"
"579","dhofar","h",63,"Found",2011,18.9914,54.68027,"Asia","Oman","OMN","10g to 100g"
"580","dhofar","h",545,"Found",2011,19.1052,54.80602,"Asia","Oman","OMN","greater than 100g"
"581","dhofar","h",422,"Found",2011,19.13905,54.87353,"Asia","Oman","OMN","greater than 100g"
"582","dhofar","h",2266,"Found",2011,19.179,54.93267,"Asia","Oman","OMN","greater than 100g"
"583","jiddat al harasis","l",720,"Found",2011,19.7803,56.5026,"Asia","Oman","OMN","greater than 100g"
"584","sayh al uhaymir","eucrite",32.4,"Found",2011,20.39561,56.63589,"Asia","Oman","OMN","10g to 100g"
"586","khatyrka","cv",0.1,"Found",2011,62.65316,174.50043,"Europe","Russia","RUS","less than 1g"
"587","dhofar","martian",6.1,"Found",2011,18.322,54.148,"Asia","Oman","OMN","1g to 10g"
"588","shalim","l",184,"Found",2011,18.974,55.089,"Asia","Oman","OMN","greater than 100g"
"589","paposo","h",368,"Found",2011,-25,-70.46667,"South America","Chile","CHL","greater than 100g"
"591","alkali flat","l",28,"Found",2011,32.306,-108.9038,"North America","United States of America","USA","10g to 100g"
"593","rio rancho","l",1001,"Found",2011,35.3,-106.63333,"North America","United States of America","USA","greater than 100g"
"602","el mdano","l",22.6,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"603","el mdano","h",24.8,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"604","el mdano","l",44.4,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"605","el mdano","h",319,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"606","el mdano","h",40.1,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"607","el mdano","h",57.9,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"608","el mdano","h",118,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"609","el mdano","h",138,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"610","el mdano","h",52,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"611","el mdano","l",28.9,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"612","el mdano","h",66.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"613","el mdano","h",17.9,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"614","el mdano","h",46.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"615","el mdano","h",34.3,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"640","sayh al uhaymir","h",1031.7,"Found",2011,20.59947,57.14294,"Asia","Oman","OMN","greater than 100g"
"641","dhofar","h",590.1,"Found",2011,18.53958,54.57358,"Asia","Oman","OMN","greater than 100g"
"642","dhofar","l",7.49,"Found",2011,18.73244,54.37936,"Asia","Oman","OMN","1g to 10g"
"643","jiddat al harasis","l",2191.4,"Found",2011,19.95119,56.32686,"Asia","Oman","OMN","greater than 100g"
"644","dhofar","cv",40.8,"Found",2011,18.86958,54.22956,"Asia","Oman","OMN","10g to 100g"
"645","dhofar","lunar",15.1,"Found",2011,18.71122,54.160306,"Asia","Oman","OMN","10g to 100g"
"647","spruce","l",983,"Found",2011,40.801,-114.701,"North America","United States of America","USA","greater than 100g"
"648","spruce","l",18,"Found",2011,40.792,-114.708,"North America","United States of America","USA","10g to 100g"
"649","el mdano","h",27,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"650","el mdano","h",57,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"651","el mdano","l",22,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"652","el mdano","h",23,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"653","el mdano","h",22,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"654","el mdano","h",11.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"655","el mdano","h",15.8,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"656","el mdano","l",20.4,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"657","el mdano","h",125,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"658","el mdano","h",65,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"659","dhofar","h",13.23,"Found",2011,19.43382,54.69043,"Asia","Oman","OMN","10g to 100g"
"660","dhofar","h",4388,"Found",2011,19.36518,54.51565,"Asia","Oman","OMN","greater than 100g"
"661","dhofar","h",13.02,"Found",2011,19.36222,54.51893,"Asia","Oman","OMN","10g to 100g"
"662","dhofar","h",184.3,"Found",2011,19.37243,54.52335,"Asia","Oman","OMN","greater than 100g"
"663","dhofar","h",29.2,"Found",2011,19.26465,54.49753,"Asia","Oman","OMN","10g to 100g"
"664","dhofar","h",153,"Found",2011,19.2701,54.49733,"Asia","Oman","OMN","greater than 100g"
"665","dhofar","l",9.22,"Found",2011,19.6457,54.24753,"Asia","Oman","OMN","1g to 10g"
"666","dhofar","h",318.6,"Found",2011,19.65395,54.2377,"Asia","Oman","OMN","greater than 100g"
"667","dhofar","h",199.9,"Found",2011,19.61972,54.14843,"Asia","Oman","OMN","greater than 100g"
"668","dhofar","h",769.3,"Found",2011,19.61977,54.14807,"Asia","Oman","OMN","greater than 100g"
"669","dhofar","h",188.6,"Found",2011,19.55838,54.12582,"Asia","Oman","OMN","greater than 100g"
"670","dhofar","l",394.6,"Found",2011,18.0901,54.08788,"Asia","Oman","OMN","greater than 100g"
"671","dhofar","l",52.5,"Found",2011,18.18535,54.269,"Asia","Oman","OMN","10g to 100g"
"672","dhofar","h",22.3,"Found",2011,18.188,54.2698,"Asia","Oman","OMN","10g to 100g"
"673","dhofar","h",700.5,"Found",2011,18.20358,54.29502,"Asia","Oman","OMN","greater than 100g"
"674","dhofar","h",105.5,"Found",2011,18.21135,54.2995,"Asia","Oman","OMN","greater than 100g"
"675","dhofar","l",1568,"Found",2011,18.38863,54.5411,"Asia","Oman","OMN","greater than 100g"
"676","dhofar","l",1049,"Found",2011,18.46253,54.65335,"Asia","Oman","OMN","greater than 100g"
"677","shalim","h",84.4,"Found",2011,18.65148,55.14188,"Asia","Oman","OMN","10g to 100g"
"678","shalim","h",127.1,"Found",2011,18.65388,55.1467,"Asia","Oman","OMN","greater than 100g"
"679","shalim","h",347.8,"Found",2011,18.89837,55.58187,"Asia","Oman","OMN","greater than 100g"
"680","shalim","h",19.21,"Found",2011,18.911,55.5569,"Asia","Oman","OMN","10g to 100g"
"681","shalim","h",24.9,"Found",2011,18.91123,55.55702,"Asia","Oman","OMN","10g to 100g"
"682","sayh al uhaymir","l",2353,"Found",2011,20.09977,56.70507,"Asia","Oman","OMN","greater than 100g"
"683","sayh al uhaymir","h",53.8,"Found",2011,20.23798,56.93035,"Asia","Oman","OMN","10g to 100g"
"684","sayh al uhaymir","h",176.2,"Found",2011,20.50483,56.83407,"Asia","Oman","OMN","greater than 100g"
"685","sayh al uhaymir","h",130.9,"Found",2011,20.4247,56.65013,"Asia","Oman","OMN","greater than 100g"
"686","sayh al uhaymir","l",89.7,"Found",2011,20.77045,57.08912,"Asia","Oman","OMN","10g to 100g"
"687","jiddat al harasis","l",390.8,"Found",2011,19.6973,56.706,"Asia","Oman","OMN","greater than 100g"
"688","jiddat al harasis","l",516.1,"Found",2011,19.8924,56.66768,"Asia","Oman","OMN","greater than 100g"
"689","jiddat al harasis","h",548.7,"Found",2011,19.90538,56.6547,"Asia","Oman","OMN","greater than 100g"
"690","jiddat al harasis","l",1.6,"Found",2011,19.83282,55.6858,"Asia","Oman","OMN","1g to 10g"
"691","jiddat al harasis","h",12175,"Found",2011,19.82562,55.684,"Asia","Oman","OMN","greater than 100g"
"692","jiddat al harasis","h",2637,"Found",2011,19.77842,55.59662,"Asia","Oman","OMN","greater than 100g"
"693","jiddat al harasis","h",1015,"Found",2011,19.77022,55.594,"Asia","Oman","OMN","greater than 100g"
"694","jiddat al harasis","h",487.4,"Found",2011,19.78042,55.5979,"Asia","Oman","OMN","greater than 100g"
"695","jiddat al harasis","h",1979,"Found",2011,19.76167,55.59152,"Asia","Oman","OMN","greater than 100g"
"696","jiddat al harasis","l",810.6,"Found",2011,19.71987,55.64522,"Asia","Oman","OMN","greater than 100g"
"697","jiddat al harasis","h",2399,"Found",2011,19.65,55.7194,"Asia","Oman","OMN","greater than 100g"
"698","jiddat al harasis","h",4.94,"Found",2011,19.66055,55.70212,"Asia","Oman","OMN","1g to 10g"
"699","jiddat al harasis","h",1.48,"Found",2011,19.66002,55.70155,"Asia","Oman","OMN","1g to 10g"
"700","jiddat al harasis","h",22.6,"Found",2011,19.66163,55.69758,"Asia","Oman","OMN","10g to 100g"
"701","jiddat al harasis","h",19.36,"Found",2011,19.66393,55.69107,"Asia","Oman","OMN","10g to 100g"
"702","jiddat al harasis","h",22.2,"Found",2011,19.66395,55.69107,"Asia","Oman","OMN","10g to 100g"
"703","jiddat al harasis","h",16.38,"Found",2011,19.6658,55.6847,"Asia","Oman","OMN","10g to 100g"
"704","jiddat al harasis","h",198.4,"Found",2011,19.66767,55.68198,"Asia","Oman","OMN","greater than 100g"
"705","jiddat al harasis","h",84.1,"Found",2011,19.66892,55.68097,"Asia","Oman","OMN","10g to 100g"
"706","jiddat al harasis","h",26.1,"Found",2011,19.66883,55.68092,"Asia","Oman","OMN","10g to 100g"
"707","jiddat al harasis","h",293.2,"Found",2011,19.74087,55.60467,"Asia","Oman","OMN","greater than 100g"
"708","jiddat al harasis","h",35.3,"Found",2011,19.7548,55.59118,"Asia","Oman","OMN","10g to 100g"
"709","jiddat al harasis","h",30.9,"Found",2011,19.74373,55.57045,"Asia","Oman","OMN","10g to 100g"
"710","jiddat al harasis","h",1.51,"Found",2011,19.4996,55.5247,"Asia","Oman","OMN","1g to 10g"
"711","jiddat al harasis","h",148.3,"Found",2011,19.50785,55.51785,"Asia","Oman","OMN","greater than 100g"
"712","jiddat al harasis","h",0.46,"Found",2011,19.50883,55.51805,"Asia","Oman","OMN","less than 1g"
"713","jiddat al harasis","h",24.4,"Found",2011,19.47695,55.48955,"Asia","Oman","OMN","10g to 100g"
"714","jiddat al harasis","h",11.67,"Found",2011,19.44323,55.46112,"Asia","Oman","OMN","10g to 100g"
"715","jiddat al harasis","h",632.1,"Found",2011,19.4305,55.44352,"Asia","Oman","OMN","greater than 100g"
"716","jiddat al harasis","h",27.6,"Found",2011,19.48505,55.44432,"Asia","Oman","OMN","10g to 100g"
"717","jiddat al harasis","l",566,"Found",2011,19.05173,55.56022,"Asia","Oman","OMN","greater than 100g"
"718","jiddat al harasis","l",515.5,"Found",2011,19.05345,55.55842,"Asia","Oman","OMN","greater than 100g"
"719","jiddat al harasis","h",87.8,"Found",2011,19.05548,55.55645,"Asia","Oman","OMN","10g to 100g"
"720","jiddat al harasis","l",317.1,"Found",2011,19.06243,55.55642,"Asia","Oman","OMN","greater than 100g"
"721","jiddat al harasis","l",93.6,"Found",2011,19.06683,55.55342,"Asia","Oman","OMN","10g to 100g"
"722","jiddat al harasis","h",1900,"Found",2011,19.12782,55.55643,"Asia","Oman","OMN","greater than 100g"
"723","jiddat al harasis","l",13.7,"Found",2011,19.204,55.40347,"Asia","Oman","OMN","10g to 100g"
"724","jiddat al harasis","l",93.2,"Found",2011,19.20743,55.4016,"Asia","Oman","OMN","10g to 100g"
"725","jiddat al harasis","h",914.2,"Found",2011,19.18835,55.3866,"Asia","Oman","OMN","greater than 100g"
"726","jiddat al harasis","h",120.1,"Found",2011,19.20295,55.32853,"Asia","Oman","OMN","greater than 100g"
"727","jiddat al harasis","h",39.4,"Found",2011,19.20333,55.35002,"Asia","Oman","OMN","10g to 100g"
"728","jiddat al harasis","h",1.36,"Found",2011,19.20302,55.35093,"Asia","Oman","OMN","1g to 10g"
"729","jiddat al harasis","h",185,"Found",2011,19.25277,55.34193,"Asia","Oman","OMN","greater than 100g"
"730","jiddat al harasis","h",347.6,"Found",2011,19.28385,55.34087,"Asia","Oman","OMN","greater than 100g"
"731","jiddat al harasis","l",242.9,"Found",2011,19.32123,55.33573,"Asia","Oman","OMN","greater than 100g"
"732","jiddat al harasis","h",127.2,"Found",2011,19.32947,55.31665,"Asia","Oman","OMN","greater than 100g"
"733","jiddat al harasis","l",92,"Found",2011,19.38637,55.31918,"Asia","Oman","OMN","10g to 100g"
"734","jiddat al harasis","h",278.2,"Found",2011,19.41828,55.31805,"Asia","Oman","OMN","greater than 100g"
"735","jiddat al harasis","h",2222,"Found",2011,19.54542,55.43347,"Asia","Oman","OMN","greater than 100g"
"736","jiddat al harasis","l",70.7,"Found",2011,19.5979,55.53353,"Asia","Oman","OMN","10g to 100g"
"737","jiddat al harasis","h",153.1,"Found",2011,19.84552,56.73,"Asia","Oman","OMN","greater than 100g"
"738","jiddat al harasis","l",175.3,"Found",2011,19.75308,56.73135,"Asia","Oman","OMN","greater than 100g"
"739","jiddat al harasis","l",163.5,"Found",2011,19.70205,56.72473,"Asia","Oman","OMN","greater than 100g"
"740","jiddat al harasis","l",364.2,"Found",2011,19.66132,56.6766,"Asia","Oman","OMN","greater than 100g"
"741","el mdano","ck",180,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"743","el mdano","h",29,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"745","sayh al uhaymir","h",2075,"Found",2011,21.04035,57.04358,"Asia","Oman","OMN","greater than 100g"
"746","jiddat al harasis","l",942,"Found",2011,19.80792,56.45603,"Asia","Oman","OMN","greater than 100g"
"747","dhofar","h",453,"Found",2011,19.13952,54.66558,"Asia","Oman","OMN","greater than 100g"
"748","dhofar","l",1140,"Found",2011,18.9842,54.64507,"Asia","Oman","OMN","greater than 100g"
"749","dhofar","h",482,"Found",2011,19.00318,54.611,"Asia","Oman","OMN","greater than 100g"
"750","dhofar","h",1763,"Found",2011,18.49222,54.1814,"Asia","Oman","OMN","greater than 100g"
"751","dhofar","h",2222,"Found",2011,18.57053,54.164,"Asia","Oman","OMN","greater than 100g"
"752","dhofar","l",782,"Found",2011,19.11582,54.59603,"Asia","Oman","OMN","greater than 100g"
"753","el mdano","l",51,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"754","el mdano","h",163,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"755","el mdano","h",19.9,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"756","el mdano","ll",67,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"757","el mdano","h",42.4,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"758","el mdano","l",186,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"759","el mdano","h",14.1,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"760","el mdano","l",1228,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"761","el mdano","h",230,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"762","dhofar","l",3687,"Found",2011,19.17277,54.92233,"Asia","Oman","OMN","greater than 100g"
"763","dhofar","l",1300,"Found",2011,19.18085,54.9247,"Asia","Oman","OMN","greater than 100g"
"764","kumtag","l",557,"Found",2011,41.5,93.55,"Asia","China","CHN","greater than 100g"
"765","kumtag","h",1260,"Found",2011,41.5,93.55,"Asia","China","CHN","greater than 100g"
"767","anthony gap","l",347.36,"Found",2011,32.00584,-106.56028,"North America","United States of America","USA","greater than 100g"
"768","jiddat al harasis","h",1.82,"Found",2011,19.66005,55.70383,"Asia","Oman","OMN","1g to 10g"
"769","jiddat al harasis","h",27.1,"Found",2011,19.66465,55.69017,"Asia","Oman","OMN","10g to 100g"
"770","jiddat al harasis","ll",387,"Found",2011,19.04955,55.5607,"Asia","Oman","OMN","greater than 100g"
"777","dhofar","h",1050,"Found",2011,19.1823,54.88755,"Asia","Oman","OMN","greater than 100g"
"778","tin as sawwan","l",1684,"Found",2011,32.7605,9.1002,"Africa","Tunisia","TUN","greater than 100g"
"789","el mdano","l",72,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"790","biduna blowhole","h",114.5,"Found",2011,-31.03278,131.28553,"Australia","Australia","AUS","greater than 100g"
"791","dhofar","ll",21.5,"Found",2011,19.24528,54.46278,"Asia","Oman","OMN","10g to 100g"
"792","el mdano","l",24.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"793","el mdano","h",13.4,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"794","el mdano","h",22.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"795","el mdano","h",12.6,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"796","el mdano","h",45,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"797","el mdano","h",12.9,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"798","el mdano","h",1258,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"799","el mdano","h",13.9,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"800","el mdano","l",10.1,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"801","el mdano","l",296,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"802","el mdano","l",18.8,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"803","el mdano","h",17.8,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"804","el mdano","h",289,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"805","el mdano","h",51.8,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"806","el mdano","l",35.3,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"807","el mdano","ll",72,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"808","el mdano","l",229,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"809","el mdano","l",135,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"810","el mdano","h",10.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"811","el mdano","l",19.1,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"812","el mdano","h",65,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"813","el mdano","ll",61,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"814","el mdano","ll",27,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"815","el mdano","h",16.7,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"816","el mdano","h",91,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"817","el mdano","h",10.3,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"818","el mdano","h",15.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"819","el mdano","ll",28.8,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"823","northwest africa","l",882,"Found",2011,24.77583,-14.56283,"Africa","Morocco","MAR","greater than 100g"
"825","el mdano","h",139,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"826","el mdano","h",23,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"827","el mdano","l",37,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"828","el mdano","h",24.4,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"829","el mdano","h",84,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"830","el mdano","h",46,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"831","el mdano","l",52,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"832","el mdano","h",161,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"833","el mdano","h",24.2,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"834","el mdano","h",333,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"835","el mdano","l",55,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"836","el mdano","h",22.1,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"837","el mdano","h",39,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"840","el mdano","acapulcoite",11.1,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"841","el mdano","l",93,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"842","el mdano","h",584,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"843","el mdano","h",130,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"844","el mdano","l",556,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"845","el mdano","l",27.8,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"846","el mdano","l",43.6,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"847","el mdano","h",106,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"848","el mdano","h",670,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"849","el mdano","ll",397,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"850","el mdano","h",20.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"851","el mdano","l",71,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"852","el mdano","l",57,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"853","el mdano","h",37,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"854","el mdano","l",17.9,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"855","el mdano","h",11.3,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"856","el mdano","h",11.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"857","el mdano","l",752,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"858","el mdano","h",59,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"859","el mdano","l",87,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"860","el mdano","h",20.4,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"861","el mdano","h",10.9,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"862","el mdano","l",19.9,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"863","el mdano","h",298,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"864","el mdano","h",99,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"865","el mdano","l",56,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"866","el mdano","h",12.6,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"867","el mdano","h",45,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"868","el mdano","l",20.5,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"870","el mdano","h",13.1,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"885","el mdano","c",1.8,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","1g to 10g"
"890","yucca","h",25.9,"Found",2011,34.82658,-114.27763,"North America","United States of America","USA","10g to 100g"
"891","yucca","h",200,"Found",2011,34.81923,-114.27735,"North America","United States of America","USA","greater than 100g"
"892","timber lake","h",8660,"Found",2011,45.425,-101.097,"North America","United States of America","USA","greater than 100g"
"894","boumdeid","l",3599,"Fell",2011,17.17493,-11.34133,"Africa","Mauritania","MRT","greater than 100g"
"895","paposo","l",8250,"Found",2011,-25,-70.46667,"South America","Chile","CHL","greater than 100g"
"896","catalina","co",98,"Found",2011,-25.23333,-69.71667,"South America","Chile","CHL","10g to 100g"
"897","yucca","h",3,"Found",2011,34.8197,-114.2761,"North America","United States of America","USA","1g to 10g"
"898","el mdano","l",1047,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"899","el mdano","h",517,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"900","el mdano","l",161,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"901","el mdano","h",620,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"902","los vientos","h",6800,"Found",2011,-24.68333,-69.76667,"South America","Chile","CHL","greater than 100g"
"903","los vientos","l",300,"Found",2011,-24.68333,-69.76667,"South America","Chile","CHL","greater than 100g"
"904","los vientos","h",7090,"Found",2011,-24.68333,-69.76667,"South America","Chile","CHL","greater than 100g"
"905","los vientos","h",2016,"Found",2011,-24.68333,-69.76667,"South America","Chile","CHL","greater than 100g"
"906","los vientos","l",565,"Found",2011,-24.68333,-69.76667,"South America","Chile","CHL","greater than 100g"
"907","paposo","h",1802,"Found",2011,-25,-70.46667,"South America","Chile","CHL","greater than 100g"
"917","el mdano","h",38,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"918","el mdano","l",12.3,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"919","el mdano","h",88,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"920","el mdano","h",91,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"921","el mdano","l",147,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"922","el mdano","l",20.4,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"923","el mdano","h",282,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"924","el mdano","l",53,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"925","el mdano","l",42,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","10g to 100g"
"926","el mdano","h",163,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"927","el mdano","l",6.7,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","1g to 10g"
"928","el mdano","l",228,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
"929","el mdano","l",3893,"Found",2011,-24.85,-70.53333,"South America","Chile","CHL","greater than 100g"
